created,text,retwc,hashtag,followers,friends,polarity,sentiment
11/9/2019 9:25,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,1,2,-0.166666667,0
11/9/2019 7:51,"b'RT @mdbaid: Once Delhi was known as Green city. Sheila Dikshit has worked for it.\n\nNow we have ""bahanebaz"" Sarkar.\n#AAPBJPchokeDelhi'",62,AAPBJPchokeDelhi,3117,388,-0.2,0
11/9/2019 7:25,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,110,17,-0.075,0
11/9/2019 7:25,b'RT @SChopraINC: #AAPBJPchokeDelhi AAP shud come clean&amp;inform the people about the steps it has taken to prevent pollution in Delhi.While th\xe2\x80\xa6',165,AAPBJPchokeDelhi,110,17,0.366666667,4
11/9/2019 7:25,"b""RT @RuchiraC: A public health emergency has been declared only now but Delhi's air quality is extremely poor throughout the year, stubble o\xe2\x80\xa6""",34,None,110,17,-0.133333333,0
11/9/2019 7:24,b'RT @RuchiraC: Unease of living and doing business: Common sentiment across the corporate ecosystem in Gurgaon. #AAPBJPchokeDelhi \nhttps://t\xe2\x80\xa6',52,AAPBJPchokeDelhi,110,17,-0.15,0
11/9/2019 7:24,"b'RT @RuchiraC: Supreme Court has asked the Delhi govt about the ""logic"" behind the odd-even scheme and ordered it produce data to prove that\xe2\x80\xa6'",92,None,110,17,-0.283333333,0
11/9/2019 6:16,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,0,3,-0.166666667,0
11/9/2019 5:40,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,34,308,-0.166666667,0
11/9/2019 5:39,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,18,213,-0.166666667,0
11/9/2019 5:37,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,8,146,-0.166666667,0
11/9/2019 5:34,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,314,722,-0.166666667,0
11/9/2019 1:15,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,1355,3624,-0.075,0
11/8/2019 21:05,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,3015,1656,-0.075,0
11/8/2019 17:38,b'General cut off = OBC cut off #bjpshivsena #RamMandir #IBPS #ibpspo\n#ableg #BeAsarRaghubar #AAPBJPchokeDelhi\xe2\x80\xa6 https://t.co/YiC1zzJC5P',0,bjpshivsena,69,66,0.05,4
11/8/2019 13:49,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,5,19,-0.075,0
11/8/2019 13:15,"b""We're proud to announce our association with @aajtak @SoSorryPolitoon @IndiaToday\n\nCelebrating the #ManOfAllSeasons\xe2\x80\xa6 https://t.co/gxFKynrVjB""",0,ManOfAllSeasons,50,273,0.8,4
11/8/2019 12:59,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,8,51,-0.075,0
11/8/2019 11:44,"b'RT @Nattashasharrma: Under CM @SheilaDikshit,Delhi emerged as the greenest capital city in the world with a 22% increase in green cover. #A\xe2\x80\xa6'",28,None,33,138,-0.2,0
11/8/2019 11:42,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,0,2,-0.166666667,0
11/8/2019 11:09,"b""PM Modi is the best leader! \n\nLiberandoos of our nation didn't spare even @RayDalio . This is how these fu***ng lib\xe2\x80\xa6 https://t.co/RWAlD3iLuc""",0,None,38,130,1,4
11/8/2019 11:08,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,1,3,-0.166666667,0
11/8/2019 11:04,"b'RT @Bee04696213: Please give a minute of time for below tweet.\nShe does not any money from anyone, just her own money\n#financialterrorism\n#\xe2\x80\xa6'",4,financialterrorism,88,216,0.6,4
11/8/2019 10:09,b'RT @shukla_shubh: Mark yourself safe if you are in delhi. \xf0\x9f\x98\x84 #Safeindelhi #Delhi #AAPBJPchokeDelhi #DelhiChokes #DelhiSmog #JoblessNewIndia',1,Safeindelhi,313,0,0.5,4
11/8/2019 10:07,b'Mark yourself safe if you are in delhi. \xf0\x9f\x98\x84 #Safeindelhi #Delhi #AAPBJPchokeDelhi #DelhiChokes #DelhiSmog #JoblessNewIndia',1,Safeindelhi,45,3,0.5,4
11/8/2019 9:11,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,14,192,-0.166666667,0
11/8/2019 8:04,"b'RT @Bee04696213: Please give a minute of time for below tweet.\nShe does not any money from anyone, just her own money\n#financialterrorism\n#\xe2\x80\xa6'",4,financialterrorism,67,147,0.6,4
11/8/2019 8:04,"b'RT @Bee04696213: Please give a minute of time for below tweet.\nShe does not any money from anyone, just her own money\n#financialterrorism\n#\xe2\x80\xa6'",4,financialterrorism,67,147,0.6,4
11/8/2019 8:01,"b'RT @Bee04696213: Please give a minute of time for below tweet.\nShe does not any money from anyone, just her own money\n#financialterrorism\n#\xe2\x80\xa6'",4,financialterrorism,137,777,0.6,4
11/8/2019 7:33,"b'RT @SChopraINC: Airpollution is 365days problem becoming a major public health emergency,recording more than 130 poor air quality days ever\xe2\x80\xa6'",120,None,13,396,0.1225,4
11/8/2019 7:29,b'RT @DilawarIT: Odd-even is not to fight pollution problem it\xe2\x80\x99s just a political stunt by Kejriwal which is hence proved by the hoardings pl\xe2\x80\xa6',1,None,483,295,-0.083333333,0
11/8/2019 7:29,b'RT @INCGhogha: Congress government started Delhi Metro to give daily commuters a comfortable mode of transportation.\n\nAAP government hiked\xe2\x80\xa6',4,None,483,295,0.2,4
11/8/2019 7:29,b'RT @KilaFateh: Sick people are aplenty in bip\nInstead of working for decrease in pollution these aap and bjp leaders are trying to give idi\xe2\x80\xa6',21,None,483,295,-0.714285714,0
11/8/2019 7:29,b'RT @KilaFateh: While Delhi is suffering the deadly pollution both aap and bjp are playing games to fool people\n#AAPBJPchokeDelhi https://t.\xe2\x80\xa6',21,AAPBJPchokeDelhi,483,295,-0.2,0
11/8/2019 7:29,b'RT @PumpiNsui: #AAPBJPchokeDelhi\nOur national capital Delhi is facing severe air pollution. Situation is very grim and people not safe insi\xe2\x80\xa6',7,AAPBJPchokeDelhi,483,295,-0.625,0
11/8/2019 7:29,"b""RT @DilawarIT: #AAPBJPchokeDelhi While the BJP govt at central level should've also sprung in action to deal with the crisis, union ministe\xe2\x80\xa6""",5,AAPBJPchokeDelhi,483,295,0.05,4
11/8/2019 7:28,"b'RT @DilawarIT: Public transportation is awful, AAP government is responsible.\n\n#AAPBJPchokeDelhi #AAPBJPChokeDelhi https://t.co/tjH8ZyR9Pg'",9,AAPBJPchokeDelhi,483,295,-0.266666667,0
11/8/2019 7:28,"b""RT @DilawarIT: Congress's government increased green cover in Delhi to reduce pollution.\n\n#AAPBJPchokeDelhi https://t.co/gQAoSBG0OH""",23,AAPBJPchokeDelhi,483,295,-0.2,0
11/8/2019 7:28,"b""RT @DilawarIT: SC asks Delhi government 'logic' behind odd-even scheme, imposes Rs 1 lakh penalty on violating construction ban https://t.c\xe2\x80\xa6""",2,None,483,295,-0.283333333,0
11/8/2019 7:28,"b'RT @mdbaid: Both government loves drama, believe in advertisement and Nautanki instead of doing concrete work for Delhi.\n#AAPBJPchokeDelhi\xe2\x80\xa6'",17,AAPBJPchokeDelhi,483,295,0.15,4
11/8/2019 7:23,"b'RT @NNaseemahmad071: Notwithstanding, the air quality in Delhi continues to remain unhealthy. Air quality continues to be perpetually unhea\xe2\x80\xa6'",8,None,483,295,-0.225,0
11/8/2019 7:22,b'RT @inc_jpagarwal: @ArvindKejriwal Govt &amp; @BJP4India blaming each other instead of finding solution to #pollution problem in #Delhi. Bad ai\xe2\x80\xa6',43,pollution,483,295,-0.4125,0
11/8/2019 7:22,b'RT @Ch_AnilKumarINC: NGT slaps delhi government with rs 25 crore fine for \xe2\x80\x98failing to check pollution in Delhi\n#AAPBJPchokeDelhi https://t.\xe2\x80\xa6',39,AAPBJPchokeDelhi,483,295,0.416666667,4
11/8/2019 7:22,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,483,295,-0.166666667,0
11/8/2019 7:21,b'RT @PumpiNsui: Congress government under Sheila Dikshit increased the green Cover in Delhi by 22%. AAP Government should present a white pa\xe2\x80\xa6',28,None,483,295,-0.066666667,0
11/8/2019 7:21,b'RT @SChopraINC: #AAPBJPchokeDelhi AAP shud come clean&amp;inform the people about the steps it has taken to prevent pollution in Delhi.While th\xe2\x80\xa6',165,AAPBJPchokeDelhi,483,295,0.366666667,4
11/8/2019 7:21,b'RT @nagma_morarji: #AAPBJPchokeDelhi\nAAP Govt is busy blaming the neighbouring states for pollution in Delhi instead of focusing on resolvi\xe2\x80\xa6',35,AAPBJPchokeDelhi,483,295,0.1,4
11/8/2019 7:21,b'RT @ArunDevilz: Odd even is not for to fight pollution problem it\xe2\x80\x99s just a political stunt by Kejriwal which is hence proved by the hoardin\xe2\x80\xa6',16,None,483,295,-0.083333333,0
11/8/2019 6:44,"b'Please give a minute of time for below tweet.\nShe does not any money from anyone, just her own money\xe2\x80\xa6 https://t.co/qQQcbl8UPf'",4,None,40,1,0.6,4
11/8/2019 6:42,"b'Please give a minute of time for below tweet.\nShe does not any money from anyone, just her own money\xe2\x80\xa6 https://t.co/cnRkUFjuiS'",4,None,40,1,0.6,4
11/8/2019 4:01,b'RT @SChopraINC: #AAPBJPchokeDelhi AAP shud come clean&amp;inform the people about the steps it has taken to prevent pollution in Delhi.While th\xe2\x80\xa6',165,AAPBJPchokeDelhi,130,850,0.366666667,4
11/8/2019 4:00,b'RT @LambaAlka: #aapbjpchokedelhi @INCDelhi @INCIndia \nOpinion | How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project https:/\xe2\x80\xa6',74,aapbjpchokedelhi,1141,734,0.366666667,4
11/8/2019 4:00,b'RT @DelhiPMC: Delhi suffers the worst air pollution in its history because of @AamAadmiParty and @BJP4India\n#AAPBJPchokeDelhi https://t.co/\xe2\x80\xa6',6,AAPBJPchokeDelhi,130,850,-0.8,0
11/8/2019 3:52,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,92,607,-0.166666667,0
11/8/2019 3:31,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,14,137,-0.166666667,0
11/8/2019 3:30,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,10,205,-0.166666667,0
11/8/2019 3:29,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,11,121,-0.166666667,0
11/8/2019 3:28,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,32,271,-0.166666667,0
11/8/2019 3:23,"b'RT @gursimranmand: Airpollution is 365days problem becoming a major public health emergency,recording more than 130 poor air quality days e\xe2\x80\xa6'",9,None,4,7,0.1225,4
11/8/2019 3:15,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,99,378,-0.166666667,0
11/8/2019 3:14,"b'RT @Sharmistha_GK: Instead of giving these vague gyans, if the state &amp; central govt made a concerted attempt to put an action plan in place\xe2\x80\xa6'",119,None,99,378,-0.133333333,0
11/8/2019 3:14,b'RT @SChopraINC: #AAPBJPchokeDelhi AAP shud come clean&amp;inform the people about the steps it has taken to prevent pollution in Delhi.While th\xe2\x80\xa6',165,AAPBJPchokeDelhi,99,378,0.366666667,4
11/8/2019 3:14,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,99,378,-0.075,0
11/8/2019 3:14,b'RT @PumpiNsui: Congress government under Sheila Dikshit increased the green Cover in Delhi by 22%. AAP Government should present a white pa\xe2\x80\xa6',28,None,99,378,-0.066666667,0
11/8/2019 3:14,b'RT @nagma_morarji: #AAPBJPchokeDelhi\nAAP Govt is busy blaming the neighbouring states for pollution in Delhi instead of focusing on resolvi\xe2\x80\xa6',35,AAPBJPchokeDelhi,99,378,0.1,4
11/8/2019 3:14,"b""RT @RahulKajalRG: #AAPBJPchokeDelhi While the BJP govt at central level should've also sprung in action to deal with the crisis, union mini\xe2\x80\xa6""",13,AAPBJPchokeDelhi,99,378,0.05,4
11/8/2019 3:14,b'RT @ArunDevilz: Odd even is not for to fight pollution problem it\xe2\x80\x99s just a political stunt by Kejriwal which is hence proved by the hoardin\xe2\x80\xa6',16,None,99,378,-0.083333333,0
11/8/2019 3:14,"b'RT @Nattashasharrma: Under CM @SheilaDikshit,Delhi emerged as the greenest capital city in the world with a 22% increase in green cover. #A\xe2\x80\xa6'",28,None,99,378,-0.2,0
11/8/2019 3:12,"b'RT @SaralPatel: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",217,None,992,2524,0.169444444,4
11/8/2019 3:12,"b'RT @SChopraINC: Airpollution is 365days problem becoming a major public health emergency,recording more than 130 poor air quality days ever\xe2\x80\xa6'",120,None,99,378,0.1225,4
11/8/2019 3:06,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,22,59,-0.166666667,0
11/8/2019 3:04,"b'RT @SaralPatel: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",217,None,2934,53,0.169444444,4
11/8/2019 2:59,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,22,59,-0.166666667,0
11/8/2019 1:30,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,41,227,-0.166666667,0
11/8/2019 0:04,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,1,14,-0.166666667,0
11/7/2019 20:00,b'RT @SChopraINC: #AAPBJPchokeDelhi AAP shud come clean&amp;inform the people about the steps it has taken to prevent pollution in Delhi.While th\xe2\x80\xa6',165,AAPBJPchokeDelhi,430,1575,0.366666667,4
11/7/2019 18:53,b'RT @inc_jpagarwal: @ArvindKejriwal Govt &amp; @BJP4India blaming each other instead of finding solution to #pollution problem in #Delhi. Bad ai\xe2\x80\xa6',43,pollution,422,657,-0.4125,0
11/7/2019 18:20,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,869,861,-0.075,0
11/7/2019 18:00,b'RT @SaralPatel: Congress government under Sheila Dikshit increased the green Cover in Delhi by 22%. AAP Government should present a white p\xe2\x80\xa6',38,None,87,305,-0.066666667,0
11/7/2019 17:15,b'RT @Nattashasharrma: Delhi chokes as pollution levels hits high.\nSever AQI observed on 4th November 2019\n\n#AAPBJPchokeDelhi\n@ajaymaken @Lam\xe2\x80\xa6',34,AAPBJPchokeDelhi,322,51,0.16,4
11/7/2019 17:08,b'@ahmedabadmirror @AhmedabadPolice took 45 mins on riverfront near sabarmati today evening for travelling 500m! At t\xe2\x80\xa6 https://t.co/M9325shzJE',0,None,262,1669,0.1,4
11/7/2019 16:56,b'RT @PumpiNsui: Congress government under Sheila Dikshit increased the green Cover in Delhi by 22%. AAP Government should present a white pa\xe2\x80\xa6',28,None,4,2,-0.066666667,0
11/7/2019 16:56,"b'RT @PumpiNsui: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. W\xe2\x80\xa6'",14,None,4,2,-0.075,0
11/7/2019 16:54,b'RT @PumpiNsui: Congress government under Sheila Dikshit increased the green Cover in Delhi by 22%. AAP Government should present a white pa\xe2\x80\xa6',28,None,3,3,-0.066666667,0
11/7/2019 16:54,"b'RT @PumpiNsui: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. W\xe2\x80\xa6'",14,None,3,3,-0.075,0
11/7/2019 16:52,b'RT @PumpiNsui: Congress government under Sheila Dikshit increased the green Cover in Delhi by 22%. AAP Government should present a white pa\xe2\x80\xa6',28,None,3,2,-0.066666667,0
11/7/2019 16:52,"b'RT @PumpiNsui: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. W\xe2\x80\xa6'",14,None,3,2,-0.075,0
11/7/2019 16:50,b'RT @PumpiNsui: Delhi was a much greener and cleaner Delhi when Shiela ji was CM as her priority was development but the blame game of both\xe2\x80\xa6',7,None,15,1,-0.1,0
11/7/2019 16:49,b'RT @PumpiNsui: Delhi chokes as pollution levels hits high.\nSever AQI observed on 4th November 2019\n\n#AAPBJPchokeDelhi https://t.co/QsOZ1Fgh\xe2\x80\xa6',10,AAPBJPchokeDelhi,15,1,0.16,4
11/7/2019 16:49,b'RT @PumpiNsui: Delhi  has become a gas chamber One cannot breathe So many respiratory health issues are a cause of concern for people but t\xe2\x80\xa6',11,None,15,1,0.5,4
11/7/2019 16:49,"b'RT @PumpiNsui: Both government loves drama, believe in advertisement and Nautanki instead of doing concrete work for Delhi.\n#AAPBJPchokeDel\xe2\x80\xa6'",5,None,15,1,0.15,4
11/7/2019 16:49,b'RT @PumpiNsui: #AAPBJPchokeDelhi\nOur national capital Delhi is facing severe air pollution. Situation is very grim and people not safe insi\xe2\x80\xa6',7,AAPBJPchokeDelhi,15,1,-0.625,0
11/7/2019 16:49,b'RT @PumpiNsui: Congress gave clean and green Delhi.\n\nMoAAP gave choked the Delhi with toxic smog by playing with sowing cycle without study\xe2\x80\xa6',4,None,15,1,0.083333333,4
11/7/2019 16:49,"b'RT @PumpiNsui: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. W\xe2\x80\xa6'",14,None,15,1,-0.075,0
11/7/2019 16:48,b'RT @PumpiNsui: Congress government under Sheila Dikshit increased the green Cover in Delhi by 22%. AAP Government should present a white pa\xe2\x80\xa6',28,None,15,1,-0.066666667,0
11/7/2019 16:45,"b'RT @SaralPatel: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",217,None,555,4994,0.169444444,4
11/7/2019 16:37,"b'RT @PumpiNsui: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. W\xe2\x80\xa6'",14,None,9943,391,-0.075,0
11/7/2019 16:37,b'RT @PumpiNsui: Congress government under Sheila Dikshit increased the green Cover in Delhi by 22%. AAP Government should present a white pa\xe2\x80\xa6',28,None,9943,391,-0.066666667,0
11/7/2019 16:36,"b""RT @NedrickExpress: #DelhiAirQuality improved a bit but remained in the 'poor' category. Today #SAFAR recorded an overall #AQI of 235 with\xe2\x80\xa6""",2,DelhiAirQuality,141,15,-0.2,0
11/7/2019 15:41,b'RT @duttabhishek: .@AamAadmiParty government and surely #AirPollution is not a priority with the incumbent Central Government. #AAPBJPchoke\xe2\x80\xa6',3,AirPollution,10695,3110,0.25,4
11/7/2019 15:40,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,369,325,-0.075,0
11/7/2019 14:31,b'@CrossRoads24X7 no one has contacted till now. What\xe2\x80\x99s the kind of service you guys offer? I am given excuse that co\xe2\x80\xa6 https://t.co/NqPNSM9dXD',0,None,210,329,0.275,4
11/7/2019 14:29,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,6958,2586,-0.166666667,0
11/7/2019 14:20,b'RT @SevadalJAP: Delhi was a much greener and cleaner Delhi when Shiela ji was CM as her priority was development but the blame game of both\xe2\x80\xa6',3,None,1,47,-0.1,0
11/7/2019 14:15,"b'RT @Sharmistha_GK: Instead of giving these vague gyans, if the state &amp; central govt made a concerted attempt to put an action plan in place\xe2\x80\xa6'",119,None,632,187,-0.133333333,0
11/7/2019 14:04,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,364,207,-0.075,0
11/7/2019 13:53,"b'RT @SaralPatel: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",217,None,860,136,0.169444444,4
11/7/2019 13:41,"b'RT @SChopraINC: Airpollution is 365days problem becoming a major public health emergency,recording more than 130 poor air quality days ever\xe2\x80\xa6'",120,None,1913,441,0.1225,4
11/7/2019 13:14,b'*Proud moment for India....\n\nDelhi is the first Capital in the world ...*\n\n*where Police is asking for protection..\xe2\x80\xa6 https://t.co/AZvhxAGqFH',0,None,54,87,0.525,4
11/7/2019 13:14,"b'RT @Anish_INC: Concerned with the alarming levels of\xc2\xa0pollution\xc2\xa0in the national capital, @priyankagandhi convened an emergency meeting of\xc2\xa0De\xe2\x80\xa6'",27,None,116,333,-0.1,0
11/7/2019 12:47,"b'RT @mdbaid: Once Delhi was known as Green city. Sheila Dikshit has worked for it.\n\nNow we have ""bahanebaz"" Sarkar.\n#AAPBJPchokeDelhi'",62,AAPBJPchokeDelhi,7084,6406,-0.2,0
11/7/2019 12:32,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,2,12,-0.166666667,0
11/7/2019 11:26,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,14,5,-0.075,0
11/7/2019 11:17,"b'RT @Sharmistha_GK: Instead of giving these vague gyans, if the state &amp; central govt made a concerted attempt to put an action plan in place\xe2\x80\xa6'",119,None,687,3671,-0.133333333,0
11/7/2019 11:15,"b'RT @RuchiraC: Supreme Court has asked the Delhi govt about the ""logic"" behind the odd-even scheme and ordered it produce data to prove that\xe2\x80\xa6'",92,None,687,3671,-0.283333333,0
11/7/2019 11:13,b'RT @duttabhishek: .@AamAadmiParty government and surely #AirPollution is not a priority with the incumbent Central Government. #AAPBJPchoke\xe2\x80\xa6',3,AirPollution,931,1396,0.25,4
11/7/2019 11:09,"b'RT @Anish_INC: Concerned with the alarming levels of\xc2\xa0pollution\xc2\xa0in the national capital, @priyankagandhi convened an emergency meeting of\xc2\xa0De\xe2\x80\xa6'",27,None,264,117,-0.1,0
11/7/2019 11:01,b'RT @duttabhishek: .@AamAadmiParty government and surely #AirPollution is not a priority with the incumbent Central Government. #AAPBJPchoke\xe2\x80\xa6',3,AirPollution,147,33,0.25,4
11/7/2019 10:56,b'RT @PumpiNsui: Congress government under Sheila Dikshit increased the green Cover in Delhi by 22%. AAP Government should present a white pa\xe2\x80\xa6',28,None,5667,478,-0.066666667,0
11/7/2019 10:56,"b""RT @RahulKajalRG: #AAPBJPchokeDelhi While the BJP govt at central level should've also sprung in action to deal with the crisis, union mini\xe2\x80\xa6""",13,AAPBJPchokeDelhi,5667,478,0.05,4
11/7/2019 10:51,b'RT @INCDelhi: AAP Government is busy blaming the neighbouring states for pollution in Delhi instead of focusing on resolving the issue at t\xe2\x80\xa6',45,None,16,125,0.1,4
11/7/2019 10:47,"b'RT @INCDelhi: Every time Delhi High Court came to the rescue : In Dec 2018 Delhi high court, took suo-motu notice of a fire in south Delhi,\xe2\x80\xa6'",87,None,16,125,0.16,4
11/7/2019 10:45,"b""RT @geetv79: How Shiela Dikshit rolled out the world's biggest clean air project:\nHer biggest contribution to Delhi, the one by which her s\xe2\x80\xa6""",61,None,30,223,0.366666667,4
