10/28/2019 9:25,b'RT @abhimanyuraohry: A massive 22% voters switched their vote back to real issues.\n\nVote share for #BJP in #Haryana \n\n2019 Lok Sabha: 58%\xe2\x80\xa6',13,BJP,2,3,0.06666666666666667,4
10/28/2019 9:24,b'RT @abhimanyuraohry: A massive 22% voters switched their vote back to real issues.\n\nVote share for #BJP in #Haryana \n\n2019 Lok Sabha: 58%\xe2\x80\xa6',13,BJP,12,10,0.06666666666666667,4
10/28/2019 8:56,b'RT @TheDeshBhakt: Revealed....how opinion polls &amp; exit polls are really done on news channels. \xf0\x9f\x98\xb2\xf0\x9f\x98\xb2\n#ElectionResults2019 \n#HaryanaAssemblyPol\xe2\x80\xa6',246,ElectionResults2019,85,131,0.2,4
10/28/2019 8:32,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,704,442,1.0,4
10/28/2019 8:05,b'RT @SatlokSheetal: #ElectionResults2019 \nNostradamus prediction !\nSaint Rampal Ji Maharaj will bring the golden age on earth.\n#HaryanaAssem\xe2\x80\xa6',20,ElectionResults2019,9,29,0.3,4
10/28/2019 7:59,b'RT @Bollywoodirect: Surely #JaspalBhatti was a visionary and ahead of his time. \n\nToday is also his 7th death anniversary. \n\n#HaryanaAssemb\xe2\x80\xa6',24,JaspalBhatti,228,1837,0.5,4
10/28/2019 6:59,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,378,447,1.0,4
10/28/2019 6:56,"b""It's time a law was made in India to ensure that any 2 or more parties that have fought a poll against one another\xe2\x80\xa6 https://t.co/T99NR960qz""",0,None,29,195,0.5,4
10/28/2019 5:42,b'RT @NupurSharmaBJP: Watch me Live tonight (24.10.2019) on:\n\n1. @ZeeNews @ZeeNewsHindi - 8 PM\n2. @CNNnews18 - 9 PM\n\n#ElectionResults2019 #Ha\xe2\x80\xa6',11,ElectionResults2019,225,682,0.13636363636363635,4
10/28/2019 5:18,b'RT @ABHIJIT_LS: I congratulate the voters for displaying their wise decision while casting their votes . Kudos to you for not getting senti\xe2\x80\xa6',145,None,1340,4971,0.7,4
10/28/2019 4:57,b'This HAS to be the best one yet!!! \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n#HaryanaAssemblyPolls https://t.co/aonyTwajUF',0,HaryanaAssemblyPolls,317,587,1.0,4
10/28/2019 4:36,b'@narendramodi @mlkhattar @Dchautala I can help in deciding the most ideal people for different Minsteries.\xe2\x80\xa6 https://t.co/AwWVi3icWK',0,None,58,4,0.4666666666666666,4
10/28/2019 4:04,b'@varnishant Any figures from #HaryanaAssemblyPolls on how many seats @asadowaisi? Caused loss to @INCIndia ??? \n\nAn\xe2\x80\xa6 https://t.co/DOiLyMAgab',0,HaryanaAssemblyPolls,597,436,0.5,4
10/28/2019 4:04,b'Any figures from #HaryanaAssemblyPolls on how many seats @asadowaisi? Caused loss to @INCIndia ??? \n\nAny figures fr\xe2\x80\xa6 https://t.co/EepDfu4q8B',0,HaryanaAssemblyPolls,597,436,0.5,4
10/28/2019 4:01,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,1094,3121,1.0,4
10/28/2019 2:59,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,89,218,1.0,4
10/28/2019 2:39,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,1599,860,-0.33124999999999993,0
10/28/2019 2:30,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,2154,565,1.0,4
10/28/2019 2:16,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,125,502,1.0,4
10/28/2019 1:28,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,469,268,1.0,4
10/28/2019 0:08,b'RT @gandhi_pv: #MaharashtraAssemblyPolls \n#HaryanaAssemblyPolls \nUnmistakable Message is \n@INCIndia is better off \nWithout @RahulGandhi and\xe2\x80\xa6',1,MaharashtraAssemblyPolls,1797,374,0.5,4
10/27/2019 23:50,b'#MaharashtraAssemblyPolls \n#HaryanaAssemblyPolls \nUnmistakable Message is \n@INCIndia is better off \nWithout\xe2\x80\xa6 https://t.co/c4BXMKD8u1',1,MaharashtraAssemblyPolls,6329,972,0.5,4
10/27/2019 22:55,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,368,705,-0.33124999999999993,0
10/27/2019 21:32,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,51,46,-0.33124999999999993,0
10/27/2019 21:12,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,33,73,-0.33124999999999993,0
10/27/2019 20:32,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,1635,1545,-0.33124999999999993,0
10/27/2019 20:03,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,4167,5002,1.0,4
10/27/2019 18:44,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,21,145,-0.33124999999999993,0
10/27/2019 18:38,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,1295,3795,-0.33124999999999993,0
10/27/2019 18:28,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,257,232,-0.33124999999999993,0
10/27/2019 18:20,"b'RT @timesofindia: Haryana: Dushyant becoming Dy CM is the biggest gift I can get as a father, says Ajay Chautala https://t.co/AE445T2JMY\xe2\x80\xa6'",5,None,83,70,0.45,4
10/27/2019 18:12,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,44,146,1.0,4
10/27/2019 18:05,b'Congratulations @mlkhattar ji! Please work harder &amp; harder for people of haryana state. focus on ground issues. You\xe2\x80\xa6 https://t.co/p18aXpIV5y',0,None,24,184,-0.1,0
10/27/2019 17:40,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,147,1025,1.0,4
10/27/2019 17:03,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,262,372,1.0,4
10/27/2019 16:55,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,2178,1589,1.0,4
10/27/2019 16:45,b'RT @Praveenmalik86: #DushyantChautala betrays the people of haryana who voted for him.\nHis whole campaign was against the #BJP @BJP4Haryana\xe2\x80\xa6',16,DushyantChautala,28,67,0.2,4
10/27/2019 16:45,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,68,300,-0.33124999999999993,0
10/27/2019 16:24,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,8337,5341,1.0,4
10/27/2019 16:23,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,826,44,1.0,4
10/27/2019 16:22,"b""RT @MnshaP: Arnab has this juvenile way of taunting  @aajtak and often calls them 'Tak Waale' on his show.\n\nThis was him on the day of Exit\xe2\x80\xa6""",131,None,15,116,-0.25,0
10/27/2019 16:19,b'RT @RangeelaDesi: I don\xe2\x80\x99t understand why #BJP made #Khattar CM again when everyone was blaming him for poor performance in #HaryanaAssembly\xe2\x80\xa6',1,BJP,2840,2682,-0.4,0
10/27/2019 15:53,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,540,251,1.0,4
10/27/2019 15:41,"b'RT @keshaboinasri: #HaryanaAssemblyPolls MaharashtraAssemblyElections starts soon, ladoos ready at BJP state office....\xf0\x9f\x98\x8b https://t.co/aOEuV\xe2\x80\xa6'",2,HaryanaAssemblyPolls,0,15,0.2,4
10/27/2019 15:41,b'RT @keshaboinasri: #HaryanaAssemblyPolls Congress will confirm whether EVMs were hacked in Haryana in a while but is sure of the same in Ma\xe2\x80\xa6',2,HaryanaAssemblyPolls,0,15,0.25,4
10/27/2019 15:34,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,297,76,1.0,4
10/27/2019 15:26,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,400,127,1.0,4
10/27/2019 15:12,"b'RT @ashoswai: After Maharashtra and Haryana elections counting, more than the political parties, the journalists (if they still call themse\xe2\x80\xa6'",147,None,10,229,0.25,4
10/27/2019 15:11,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,40,617,1.0,4
10/27/2019 14:56,"b'RT @timesofindia: Haryana: Dushyant becoming Dy CM is the biggest gift I can get as a father, says Ajay Chautala https://t.co/AE445T2JMY\xe2\x80\xa6'",5,None,293,1821,0.45,4
10/27/2019 14:53,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,10,40,1.0,4
10/27/2019 14:46,"b'If BJP keep on trusting Khatter, next time Congress will clean sweep BJP in #HaryanaAssemblyPolls https://t.co/tEyjPWKjtT'",0,HaryanaAssemblyPolls,44806,43687,0.18333333333333335,4
10/27/2019 14:23,b'RT @htTweets: #ElectionsWithHT \n\nQuestion 3: When was the Haryana Assembly formed? How many seats did the house initially have?\n\n\xf0\x9d\x97\xa1\xf0\x9d\x97\xb2\xf0\x9d\x98\x85\xf0\x9d\x98\x81 \xf0\x9d\x97\xbe\xf0\x9d\x98\x82\xf0\x9d\x97\xb2\xf0\x9d\x98\x80\xf0\x9d\x98\x81\xe2\x80\xa6',180,ElectionsWithHT,204,1670,0.25,4
10/27/2019 14:18,b'RT @ApeejayMassComm: AIMC covers @PMOIndia conference on #ElectionResults2019 #MaharashtraAssemblyPolls2019 #HaryanaAssemblyPolls \n@kg_sure\xe2\x80\xa6',6,ElectionResults2019,4,73,0.5,4
10/27/2019 14:18,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,1016,236,-0.33124999999999993,0
10/27/2019 14:08,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,803,267,-0.33124999999999993,0
10/27/2019 13:57,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,115,79,-0.33124999999999993,0
10/27/2019 13:52,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,434,1277,1.0,4
10/27/2019 13:52,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,122,146,-0.33124999999999993,0
10/27/2019 13:51,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,596,356,1.0,4
10/27/2019 13:51,"b""@KirtiAzaad @LambaAlka @ArvindKejriwal @ManojTiwariMP @BJP4India @aap #AjayChautala 's Bail From #Tihar Jail, soon\xe2\x80\xa6 https://t.co/j4fzFOreWW""",0,AjayChautala,913,380,-0.1,0
10/27/2019 13:50,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,13453,637,-0.33124999999999993,0
10/27/2019 13:38,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,146,787,1.0,4
10/27/2019 13:23,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,77,172,-0.33124999999999993,0
10/27/2019 13:16,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,4010,2118,1.0,4
10/27/2019 13:13,"b'RT @timesofindia: Haryana: Dushyant becoming Dy CM is the biggest gift I can get as a father, says Ajay Chautala https://t.co/AE445T2JMY\xe2\x80\xa6'",5,None,3,165,0.45,4
10/27/2019 13:13,b'RT @BjpBiplab: I congratulate @mlkhattar ji &amp; Karyakartas of @BJP4Haryana for becoming single largest party in #HaryanaAssemblyPolls \n\nI al\xe2\x80\xa6',27,HaryanaAssemblyPolls,94,268,0.18928571428571428,4
10/27/2019 13:11,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,338,954,1.0,4
10/27/2019 13:10,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,169,404,1.0,4
10/27/2019 13:07,b'RT @DKSaharan: Howdy @ABPNews !!!!\n\nBJP would have gone down to 20 if such polls were not shown in last days before voting. \n\n#HaryanaAssem\xe2\x80\xa6',14,None,490,59,-0.051851851851851864,0
10/27/2019 12:49,"b'RT @timesofindia: Haryana: Dushyant becoming Dy CM is the biggest gift I can get as a father, says Ajay Chautala https://t.co/AE445T2JMY\xe2\x80\xa6'",5,None,3372,3934,0.45,4
10/27/2019 12:45,"b'Haryana: Dushyant becoming Dy CM is the biggest gift I can get as a father, says Ajay Chautala\xe2\x80\xa6 https://t.co/j1RwuUsRJi'",5,None,12146308,538,0.45,4
10/27/2019 12:40,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,91,546,1.0,4
10/27/2019 12:38,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,195,757,1.0,4
10/27/2019 12:36,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,998,1303,-0.33124999999999993,0
10/27/2019 12:33,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,4504,765,-0.33124999999999993,0
10/27/2019 12:32,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,1037,237,1.0,4
10/27/2019 12:32,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,601,203,1.0,4
10/27/2019 12:32,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,2677,3200,1.0,4
10/27/2019 12:32,b'RT @BJPSanjayJoshi: I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progress by\xe2\x80\xa6',34,None,14,61,1.0,4
10/27/2019 12:30,b'I extend my best wishes to @mlkhattar and @Dchautala for forming the government in Haryana. The state shall progres\xe2\x80\xa6 https://t.co/DBIOgcMdmX',34,None,56640,590,1.0,4
10/27/2019 12:28,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,209,421,-0.33124999999999993,0
10/27/2019 12:24,b'If @RahulGandhi had congratulated @INCIndia workers 4 a better performance in d #HaryanaAssemblyPolls n\xe2\x80\xa6 https://t.co/oNd8YsRFt3',0,HaryanaAssemblyPolls,45,48,0.5,4
10/27/2019 12:23,"b""@geetv79 @rkhuria #AjayChautala 's Bail From #Tihar Jail, soon right after his son #DushyantChautala won the electi\xe2\x80\xa6 https://t.co/bv5AiQpNZh""",0,AjayChautala,913,380,0.09285714285714285,4
10/27/2019 12:14,"b""@sardanarohit @aajtak #AjayChautala 's Bail From #Tihar Jail, soon right after his son #DushyantChautala won the el\xe2\x80\xa6 https://t.co/o5itflCTas""",0,AjayChautala,913,380,0.09285714285714285,4
10/27/2019 12:12,"b""#AjayChautala 's Bail From #Tihar Jail, soon right after his son #DushyantChautala won the election in\xe2\x80\xa6 https://t.co/e3CoHhJR3s""",0,AjayChautala,913,380,0.09285714285714285,4
10/27/2019 12:09,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,1172,384,-0.33124999999999993,0
10/27/2019 12:07,"b'@sumanthraman @RahulGandhi @INCIndia may be, HE is yet to fully digest the better than expected outcome that #Cong\xe2\x80\xa6 https://t.co/39B1uGc38l'",0,Cong,1229,33,0.2,4
10/27/2019 12:03,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,3817,62,-0.33124999999999993,0
10/27/2019 12:02,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,247,760,-0.33124999999999993,0
10/27/2019 12:01,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,134,494,-0.33124999999999993,0
10/27/2019 11:57,"b""RT @nit_sinha: I hope we won't hear from Congress supporters that @RahulGandhi silently crafted this resurgence. \n\nPerhaps better would be\xe2\x80\xa6""",1,None,263,333,0.25,4
10/27/2019 11:50,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,262,318,-0.33124999999999993,0
10/27/2019 11:45,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,526,184,-0.33124999999999993,0
10/27/2019 11:45,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,315,2109,-0.33124999999999993,0
10/27/2019 11:44,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,89067,6009,-0.33124999999999993,0
10/27/2019 11:11,b'I don\xe2\x80\x99t understand why #BJP made #Khattar CM again when everyone was blaming him for poor performance in\xe2\x80\xa6 https://t.co/ur8iYIiXGT',1,BJP,21307,21960,-0.4,0
10/27/2019 10:55,b'RT @VinayDokania: Now who else is expected other than @ttindia to call out the farce of BJP and JJP alliance where ppl s mandate was badly\xe2\x80\xa6',76,None,1749,2687,-0.33124999999999993,0
10/27/2019 10:49,b'Pawar was fighting against many odds. #HaryanaAssemblyPolls #MaharashtraAssemblyPolls #NCP #SharadPawar\xe2\x80\xa6 https://t.co/xP1WMfZ7C2',0,HaryanaAssemblyPolls,10211,252,0.5,4
